X,Y,Z
18.022397847358118,71.97694050880607,-141.3180000000002
3.34849388987572,59.22249005328597,-141.3180000000002
3.3485052022711703,59.222211994322215,-141.3180000000002
-15.587814448669144,79.80199049429658,-141.3180000000002
16.70402715181933,75.44620366373898,-141.3180000000002
18.17350138483956,73.09451793002938,-141.3180000000002
2.24775499324322,58.809136554054014,-141.3180000000002
2.618964212678925,58.753999591001985,-141.3180000000002
-0.2661358297462502,58.47311249598456,-141.3180000000002
1.2647391295546275,59.05660121457492,-141.3180000000002
17.986670793650767,72.25481174603172,-141.3180000000002
17.986676470588208,72.25469809220984,-141.3180000000002
18.33485092322639,71.11909825072884,-141.3180000000002
1.6001403818181779,58.86866581818182,-141.3180000000002
18.334855922330053,71.11900097087376,-141.3180000000002
16.404633592095944,76.11567035991537,-141.3180000000002
18.380954085603097,71.29118430609606,-141.3180000000002
-0.26608743379290706,58.473098685476096,-141.3180000000002
1.139354542387171,59.04608747363984,-141.3180000000002
18.209448034934475,70.72493144104811,-141.3180000000002
2.2478603169251286,58.8091528658125,-141.3180000000002
-17.50252037914692,78.27364928909954,-141.3180000000002
2.2504487272113205,58.808221168129606,-141.3180000000002
18.33492543689316,71.11927902912619,-141.3180000000002
-17.502480331753553,78.27348909952607,-141.3180000000002
2.0201047009443642,58.81988405036724,-141.3180000000002
0.6607847470028663,59.09493220338985,-141.3180000000002
0.6095770036749505,59.04299330338917,-141.3180000000002
0.1743922961904495,58.601189523809516,-141.3180000000002
0.6608218935643289,59.09496955445547,-141.3180000000002
3.3155365046462255,59.52437355253758,-141.3180000000002
-17.16185306122421,79.04932448979615,-141.3180000000002
-15.587416287878732,79.8021090909091,-141.3180000000002
0.7223533218487254,59.11814693277314,-141.3180000000002
16.704456353591166,75.44605303867401,-141.3180000000002
-15.876660953965713,79.72720532445919,-141.3180000000002
-0.60368987926004,58.48455073028236,-141.3180000000002
2.9751968867269394,58.98735601111881,-141.3180000000002
0.44079851313419294,58.81674354084204,-141.3180000000002
2.619363280983259,58.75419812222596,-141.3180000000002
-0.2657524743589995,58.46860272435895,-141.3180000000002
16.405005942695404,76.11487438981258,-141.3180000000002
-15.876571333333436,79.72724455555552,-141.3180000000002
18.24310873362436,70.84951790392995,-141.3180000000002
-15.587278030302972,79.80194318181819,-141.3180000000002
-1.0029324609800967,58.97610940108888,-141.3180000000002
18.24315240174663,70.8496707423579,-141.3180000000002
1.4777217444619999,58.94997836234179,-141.3180000000002
-17.50211990521327,78.2719672985782,-141.3180000000002
0.5535572024077947,58.96779488337097,-141.3180000000002
-0.9491306960886812,58.588783558324664,-141.3180000000002
-0.8057286153846532,58.547946023468036,-141.3180000000002
0.5536437881643111,58.967938560120636,-141.3180000000002
1.4778135175680753,58.94993462297672,-141.3180000000002
-17.519937822878216,78.49981660516586,-141.3180000000002
-16.936199999999797,74.90318801261806,-141.3180000000002
-17.184490792290845,76.92059400428101,-141.3180000000002
-15.077599013806648,79.29534161735701,-141.3180000000002
-16.81582432432429,79.42850540540536,-141.3180000000002
1.0632324685573147,59.116414714344465,-141.3180000000002
-0.12204944971312374,58.55164478569018,-141.3180000000002
-17.51979500924213,78.49989722735656,-141.3180000000002
0.8558840183736952,59.251671540265846,-141.3180000000002
-17.184442489270005,76.92038712446187,-141.3180000000002
18.176847315096182,73.03176595744662,-141.3180000000002
18.176853590785864,73.04298841463402,-141.3180000000002
-0.6032985963660551,58.48679740428292,-141.3180000000002
18.17685683355882,73.04299560216496,-141.3180000000002
-17.435294356005713,78.76266324167874,-141.3180000000002
-17.189531905781205,76.91944539614397,-141.3180000000002
2.9756075938804334,58.987543741307356,-141.3180000000002
2.1129110145417593,58.753345113290464,-141.3180000000002
18.051477192982425,71.7095623781677,-141.3180000000002
1.0633331573311162,59.11630032948933,-141.3180000000002
-16.81570269541776,79.42543827493257,-141.3180000000002
0.4386991618017737,58.82069535135136,-141.3180000000002
-16.815672972972937,79.42859999999995,-141.3180000000002
18.051529170731676,71.70950312195129,-141.3180000000002
-16.567335643564498,79.41599900990096,-141.3180000000002
0.4387478460431372,58.820742338129506,-141.3180000000002
-16.56733478260884,79.41599090909088,-141.3180000000002
-16.935964984226924,74.90158990536253,-141.3180000000002
3.2701388693098967,59.8969328928047,-141.3180000000002
17.08391348097181,75.32618017630614,-141.3180000000002
17.764902696078384,70.21107156862753,-141.3180000000002
18.051621874999967,71.70940312500007,-141.3180000000002
17.493540870786532,74.95851924157297,-141.3180000000002
2.61993882433355,58.75475338345859,-141.3180000000002
-16.22420040322593,79.53205806451608,-141.3180000000002
0.8535564447924484,59.25377729052468,-141.3180000000002
2.9758154070981684,58.98754676409184,-141.3180000000002
18.2897610569106,71.45037463414633,-141.3180000000002
-16.815498648648617,79.42547675675671,-141.3180000000002
-0.39564781829734563,58.456348983481554,-141.3180000000002
-16.56717430830054,79.41895968379443,-141.3180000000002
-16.815483783783748,79.42865675675671,-141.3180000000002
0.8536516060960969,59.25387112153186,-141.3180000000002
1.4783048124753004,58.94967974733519,-141.3180000000002
16.705184144505775,75.44981033617658,-141.3180000000002
2.620080518417452,58.75482592087307,-141.3180000000002
1.7778458047585446,58.904301574527636,-141.3180000000002
16.410841045566904,76.11384648534091,-141.3180000000002
3.3523045531915465,59.22261092198582,-141.3180000000002
18.22334318181813,70.7753174242424,-141.3180000000002
-0.6028929899220355,58.486746326397906,-141.3180000000002
18.018590862944162,71.76153654822336,-141.3180000000002
-0.9484104463668506,58.59094083044981,-141.3180000000002
-17.183916666666263,76.90516709956538,-141.3180000000002
1.4784928017411698,58.94953747526713,-141.3180000000002
1.7780183519552795,58.90433296089385,-141.3180000000002
17.98797492063489,72.25523238095236,-141.3180000000002
0.4699051358628929,58.87609314565486,-141.3180000000002
2.2491532636547307,58.805805057316206,-141.3180000000002
1.2661392712550328,59.05874777327937,-141.3180000000002
16.411141557983754,76.11406041593237,-141.3180000000002
